recipe_id,name,prep_time,cook_time,total_time,servings,yield,directions,image_url,category_id
971,Umm Ali,10 mins,30 mins,40 mins,8,8 servings,"Preheat the oven to 400 degrees F (200 degrees C). Unroll the puff pastry sheets, and place flat on a baking sheet. Bake for 15 minutes in the preheated oven, or until puffed and golden brown.; Break the puff pastry into pieces, and place in a large bowl. Add the raisins, almonds, pine nuts, pistachios, and coconut, and toss to distribute. Pour into a 9x13 inch glass baking dish, and spread evenly.; Pour the milk into a saucepan, and stir in the sugar and vanilla. Heat until hot but not quite boiling. Pour over the mixture in the baking dish.; Bake for 15 minutes in the preheated oven. Turn the oven to broil, and broil for 2 minutes to brown the top. Remove from the oven and let stand for 5 minutes. Serve warm.",https://www.allrecipes.com/thmb/0sXe7BLWU1JIRLWg5dQzAYOYgTw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/59549-ac2eee30fce94ee2b65f57c772f81f1a.jpg,1
972,Lamingtons,25 mins,30 mins,1 day 1 hrs 55 mins,24,24 servings,"Preheat oven to 375 degrees F (190 degrees C). Grease and flour an 8x12-inch pan.; Sift together the flour, baking powder, and salt. Set aside.; Beat 1/2 cup butter and 3/4 cup sugar with an electric mixer in a large bowl until light and fluffy. The mixture should be noticeably lighter in color. Add the room-temperature eggs one at a time, allowing each egg to blend into the butter mixture before adding the next. Beat in the vanilla with the last egg. Pour in the flour mixture alternately with the milk, mixing until just incorporated.; Pour batter into the prepared pan. Bake in the preheated oven until a toothpick inserted into the cake comes out clean, 30 to 40 minutes. Let stand 5 minutes, then turn out onto a wire rack and cool completely. Wrap with plastic wrap and store overnight at room temperature to give the cake a chance to firm up before slicing.; To make the icing: In a large bowl, combine confectioners' sugar and cocoa. Add the melted butter and warm milk and mix well to create a fluid, but not too runny, icing.; Cut the cake into 24 squares. Place parchment paper or waxed paper on a work surface, and set a wire rack on the paper. Pour the shredded coconut into a shallow bowl. Using a fork, dip each square into the icing, coating all sides, then roll it in the coconut. Place onto rack to dry. Continue until all lamingtons are coated.",https://www.allrecipes.com/thmb/hwOE6PUgNo_uansFfPil09wvxr4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/344341-8d260fb21172455f8436413bf53fbb5e.jpg,1
973,Coconut Pecan Frosting II,,15 mins,15 mins,12,2 1/2 cups,"In a saucepan over medium heat, combine milk, sugar, egg yolks, butter and vanilla. Cook, stirring frequently, until thickened. Remove from heat and stir in coconut and pecans.",https://www.allrecipes.com/thmb/u8Iaonw3w1kjf_ZD6-a1wO2qIJQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4502860-402b963e50a741c59b31bd245e873bc3.jpg,1
974,Bionicos (Mexican Fruit Bowls),30 mins,,30 mins,4,4 fruit bowls,"Mix yogurt, sweetened condensed milk, and crema in a bowl. Add vanilla extract and stir until well incorporated.; Divide cantaloupe, papaya, apple, and banana among 4 individual bowls, arranging them in separate sections. Place strawberries in the center of each bowl. Top each bowl with 1/8 cup each granola, raisins, and coconut.; Drizzle 1/4 cup of the crema mixture over each fruit bowl.",https://www.allrecipes.com/thmb/xpWRKJ_gctaTRdWLpww7Y4TlpFk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5548704-bionicos-mexican-fruit-bowls-Yoly-4x3-1-4cbeb8c7d83543d7852d954f0ffa1615.jpg,3
975,Queen Elizabeth Cake I,30 mins,40 mins,1 hrs 30 mins,12,9 to 13 x inch cake,"Pour boiling water over dates in a small bowl, and let stand until cool.; Measure flour, baking powder, soda, salt, and nuts into a small bowl. Stir to mix.; Cream 1/4 cup butter or margarine and white sugar together in a mixing bowl; beat in egg and vanilla. Add flour mixture to creamed mixture in three parts alternately with date mixture in two parts, beginning and ending with dry mixture. Spread batter into a greased 9 x 13 inch pan.; Bake at 350 degrees F (175 degrees C) for 30 to 40 minutes, or until an inserted wooden pick comes out clean.; To Make Topping: Mix coconut, brown sugar, 6 tablespoons butter and cream in a small saucepan over medium heat. Boil for three minutes. Spread over warm cake, and brown under broiler.",https://www.allrecipes.com/thmb/PYNFbpv-YPBnTlzVRhN98efWF9E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6748738-9188cfefea6f4bc7811b1ea6c77aae7f.jpg,1
976,Sweet Coconut Rice,5 mins,20 mins,25 mins,4,4 servings,"Stir rice, coconut milk, and water together in a saucepan. Dissolve sugar into the liquid.; Bring the mixture to a simmer, reduce heat to medium-low, place a cover on the saucepan, and simmer until the majority of the liquid has been absorbed by the rice, 15 to 20 minutes. Leaving saucepan on the burner, turn heat off and let rice steam until sticky, about 5 to 10 minutes more. Garnish with shredded coconut.",https://www.allrecipes.com/thmb/3LmVEctbWeHFsrc1JzCUkp9ykGU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1114734-397cc72412144a889ade1894e2dd04c9.jpg,1
977,Coconut Pie,,,,8,1 -9-inch pie,Mix flour with sugar. Cream in butter and eggs. Mix in vanilla and milk until well combined. Fold in coconut. Pour into prepared pie crust.; Bake at 300 degrees F (150 degrees C) for one hour. Cool completely before cutting.,https://www.allrecipes.com/thmb/NPnAVlQNN2XdfuMSWUr_GFyZN6U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5071959-b29a5a595e5149d58f52bd81e07ee75b.jpg,1
978,Coconut Cream Pie I,15 mins,,1 hrs 15 mins,8,1 to 9 - inch pie,"In a large bowl, combine the pudding mix and milk until the pudding mixture thickens. Fold 1 cup of coconut and half of the nondairy whipped topping into the pudding. Pour the combination into the prepared pie crust.; Spread the remainder of the nondairy whipped topping on top of the pie. Sprinkle with the remainder of the coconut. Refrigerate, and serve chilled.",https://www.allrecipes.com/thmb/iQd0oHDjuDtX0ku38qcbhzjLC2g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1066271-0e5c14dffc68498f824273c6763999a8.jpg,3
979,Instant Pot Coconut Curry Chicken,15 mins,35 mins,1 hrs 5 mins,4,,"Turn on a multi-functional pressure cooker (such as Instant Pot) and select Sauté function. Add coconut oil; when hot, add onion and cook for 1 minute. Add 2 tablespoons curry powder and garlic. Mix well and cook for 2 minutes. Turn off Sauté function. Stir in diced tomatoes, tomato sauce, chicken broth, and sugar.; Poke holes into each chicken breast using a fork. Sprinkle with salt, pepper, and remaining curry powder. Add seasoned chicken to the pot. Close and lock the lid. Select high pressure according to manufacturer's instructions; set timer for 10 minutes. Allow 10 to 15 minutes for pressure to build.; Release pressure using the natural-release method according to manufacturer's instructions for 10 minutes. Release remaining pressure carefully using the quick-release method according to manufacturer's instructions, about 5 minutes. Unlock and remove the lid.; Remove chicken; use 2 forks to shred the meat and return it to the pot. Turn on Sauté function; cook and stir until liquid is lightly boiling, 2 to 3 minutes.; Turn the pressure cooker to the Keep Warm setting. Add coconut milk and stir well; cook for 10 minutes more to allow flavors to come together.; ",https://www.allrecipes.com/thmb/r8Mqj_ybg9vUv6kiNf8XDWCqkhE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6795515-60a9d498fda24017bb6b84e63bf44daa.jpg,1
980,Coconut Lime Rice,5 mins,30 mins,40 mins,2,2 cups,"Rinse rice until the water runs clear; drain. Heat coconut oil and butter in a large skillet over medium-high heat. Cook and stir rice and coconut flakes for 3 to 4 minutes. Stir in the lime juice, then add the coconut milk, chicken broth, salt and lime zest. Bring to a low boil, then cover and reduce heat to low. Cook for 20 minutes. Remove from heat and keep covered for 5 minutes. Fluff with fork and season with pepper.",https://www.allrecipes.com/thmb/MpasIhVWGvNpWWnL9jyoiMeKhZQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/385615-9da05b0ae96c4ac4bd9d3c74c0ff1e19.jpg,1
981,Coconut Rice,5 mins,25 mins,30 mins,7,6 to 8 servings,"In a large saucepan over high heat, combine rice, coconut milk and salt; bring to a boil.; Reduce heat, cover and simmer for 20 to 25 minutes, or until liquid is absorbed and rice is tender.",https://www.allrecipes.com/thmb/pSblLYFzrtd6fsaxvBMz_Yw2HBM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/741136-b647fb3953fe4424984bc8c30ec5d569.jpg,3
982,Flan de Coco (Coconut Flan),10 mins,1 hrs,9 hrs 10 mins,12,12 servings,"Preheat oven to 350 degrees F (175 degrees C).; Place 1 cup of the sugar in a small saucepan over medium heat. Cook gently, without stirring, but shaking occasionally until the sugar has melted. Continue cooking until the sugar has completely melted, and turned golden brown. Pour into a large, glass baking dish. Spread the caramel evenly over the bottom of the dish, then set aside to cool for 15 minutes before proceeding.; Once the caramel has hardened, pour the condensed milk, evaporated milk, milk, eggs, 1/2 cup sugar, and coconut into a blender. Blend for 3 minutes until smooth. Pour into baking dish over the caramel.; Bake in preheated oven for 45 minutes until set. When done, remove from oven and let cool for 30 minutes. Run a knife around the edges of the dish to separate the flan from the sides. Refrigerate overnight.",https://www.allrecipes.com/thmb/Vue3tlJBu3S7gscwNw52H6d7OxA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8586690-flan-de-coco-coconut-flan-Maria-Victoria-Dajud-4x3-1-4563caeb0fd844e3b3f8279fa38999a2.jpg,1
983,Sweet Coconut Oatmeal,5 mins,20 mins,25 mins,3,3 servings,"Bring coconut milk to a gentle boil in a small saucepan over medium-low heat. Stir in oats and honey; lower heat and simmer until milk has mostly been absorbed, about 15 minutes.; Sprinkle coconut flakes, brown sugar, and cinnamon into oatmeal. Cook until oats are creamy and flavors are combined, about 5 minutes.",https://www.allrecipes.com/thmb/8r8jAi-bvAAsZUqTgygIXP8eYTk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2786416-sweet-coconut-oatmeal-France-C-4x3-1-6db416f594384e0a9ecc5d6936a166d3.jpg,1
984,No Crust Coconut Pie,,,,8,1 pie,"Preheat oven to 325 degrees F (165 degrees C).; In a large bowl, combine eggs, butter or margarine, flour, vanilla, sugar, milk and coconut. Mix well.; Pour into 10 inch deep dish pie plate.; Bake at 325 degrees F (165 degrees C) for 30 to 40 minutes. Crust will form on the bottom.",https://www.allrecipes.com/thmb/dX9Km8ri2--PNMMV8hzxCJH7FNA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1319675-9fd883ea12d44906b43dbf1dd8db84a2.jpg,1
985,Coconut Coconut Milk Cake,15 mins,45 mins,1 hrs,24,24 servings,"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch cake pan.; Beat sugar, butter, and egg yolks together in a bowl using an electric mixer until smooth and creamy; add shredded coconut.; Whisk flour, baking powder, and salt together in a bowl. Stir creamed butter mixture, alternating with coconut milk, into flour mixture until batter is just mixed.; Beat egg whites in a glass or metal bowl until until soft peaks form. Lift your beater or whisk straight up: the egg whites will form soft mounds rather than a sharp peak. Fold egg whites into batter. Pour batter into the prepared cake pan.; Bake in the preheated oven until a toothpick inserted in the center of the cake comes out clean, about 45 minutes.",https://www.allrecipes.com/thmb/vx7M0shn1DOfVQqStA4mkLHP2So=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9444924-8d6ac699eb4c4dad8df862f190a222ca.jpg,1
986,5 Cup Salad,10 mins,5 hrs,5 hrs 10 mins,8,8 servings,"Mix marshmallows, coconut, oranges, pineapple, and sour cream together in a bowl. Cover and refrigerate until flavors blend, 5 to 6 hours.",https://www.allrecipes.com/thmb/3Tlyw9rPNyxEmgKLwlQGvewO_Qg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4503262-5-cup-salad-Becky-Evertz-4x3-1-9c28c8842c3248e89c9ae9a4375fa010.jpg,3
987,Creamy Coconut Milk Rice Pudding,10 mins,45 mins,55 mins,10,,"Bring water and rice to a boil in a saucepan. Reduce heat to medium-low, cover, and simmer until rice is tender and liquid has been absorbed, about 20 minutes.; Combine rice, coconut milk, sugar, and salt in a large saucepan; bring to a boil. Reduce heat and simmer until pudding is thick and creamy, 18 to 20 minutes. Stir milk and eggs into pudding, stirring constantly to keep pudding from sticking, at least 2 minutes.; Remove pudding from heat and stir in butter, vanilla, cinnamon, and nutmeg until thoroughly mixed. Fold peaches and raisins into pudding; serve warm.",https://www.allrecipes.com/thmb/9ePrUx_M053AC7Ikz5nZ5AL36TU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9059403-ada7fc1614174a7ba894e40ce8fa630a.jpg,1
988,Mango Bread,20 mins,1 hrs,1 hrs 30 mins,16,2 8x4x2-inch loaves,"Preheat oven to 350 degrees F (175 degrees C). Grease and flour 2 loaf pans.; Sift flour, baking soda, cinnamon, and salt together in a large bowl; make a well in the center.; Whisk eggs, butter, sugar, and vanilla extract together in a separate bowl. Fold mango, coconut, and walnuts into the egg mixture; pour resulting mixture into the well in the center of the flour and mix well. Pour batter into prepared loaf pans and let sit at room temperature for 20 minutes.; Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 1 hour. Cool in the pans for 10 minutes before removing to cool completely on a wire rack.",https://www.allrecipes.com/thmb/H15YTCrXi1G6N3BxrZn-KwVxdx4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1037285-mango-bread-mommyluvs2cook-4x3-1-0cdf59f269e347438e33a0294f7fca4a.jpg,1
989,Chewy Coconut Bibingka (Filipino Rice Cake),15 mins,45 mins,1 hrs 20 mins,24,24 servings,"Preheat the oven to 350 degrees F (175 degrees C). Butter a 12x17-inch rimmed baking sheet.; Beat condensed milk, coconut milk, and melted butter together in a large mixing bowl until combined. Add eggs, 1 at a time, and beat until combined. Add macapuno, 1 jar at a time, and beat until combined. Gradually beat in mochiko flour. Beat in brown sugar; beat in vanilla extract. Pour batter onto the prepared baking sheet.; Bake in the preheated oven until top is golden brown and sides are slightly dark brown, 45 to 50 minutes.; Allow to cool, about 20 minutes, before loosening the sides and cutting into squares.",https://www.allrecipes.com/thmb/k9E08t1t_eCaXVoJy5VWp-JV-UA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1018324-5b884d48c97c4591998f96781c7f46d1.jpg,1
990,Ono Butter Mochi,5 mins,1 hrs,1 hrs 5 mins,12,1 - 9x13 inch pan,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking dish.; In a medium bowl, whisk together the eggs, vanilla and milk. In a separate larger bowl, stir together the rice flour, sugar, and baking powder. Pour the wet ingredients into the dry ingredients, and stir to blend. Mix in melted butter and coconut. Pour into the prepared pan.; Bake for 1 hour in the preheated oven. Cool completely, then cut into squares to serve.",https://www.allrecipes.com/thmb/lFwmBy4jZYGL3HyfPHIfzgsfvUk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3694797-6ad240b6ea94410b9c473c2839b92b91.jpg,1
